title,genres,one_star,two_star,three_star,four_star,five_star,rating
The Powerful and Favored Coroner Imperial Concubine,Historical,1,0,1,1,5,4.1
The Powerful and Favored Coroner Imperial Concubine,Mystery,1,0,1,1,5,4.1
The Powerful and Favored Coroner Imperial Concubine,Romance,1,0,1,1,5,4.1
Welcome Aboard The Chaos Train,Fantasy,1,0,2,2,1,3.3
Welcome Aboard The Chaos Train,Sci-fi,1,0,2,2,1,3.3
Welcome Aboard The Chaos Train,Supernatural,1,0,2,2,1,3.3
Welcome Aboard The Chaos Train,Tragedy,1,0,2,2,1,3.3
Release that Witch,Mature,147,82,169,336,2150,4.5
Release that Witch,Mystery,147,82,169,336,2150,4.5
Release that Witch,Seinen,147,82,169,336,2150,4.5
Release that Witch,Harem,147,82,169,336,2150,4.5
Release that Witch,Supernatural,147,82,169,336,2150,4.5
Release that Witch,Adventure,147,82,169,336,2150,4.5
Release that Witch,Comedy,147,82,169,336,2150,4.5
Release that Witch,Action,147,82,169,336,2150,4.5
Release that Witch,Slice of Life,147,82,169,336,2150,4.5
Release that Witch,Fantasy,147,82,169,336,2150,4.5
A Lady’s Tranquility,Drama,3,1,1,4,16,4.2
A Lady’s Tranquility,Fantasy,3,1,1,4,16,4.2
A Lady’s Tranquility,Harem,3,1,1,4,16,4.2
A Lady’s Tranquility,Historical,3,1,1,4,16,4.2
A Lady’s Tranquility,Mature,3,1,1,4,16,4.2
A Lady’s Tranquility,Psychological,3,1,1,4,16,4.2
A Lady’s Tranquility,Romance,3,1,1,4,16,4.2
Anti-Cheater Strategies,School Life,10,1,6,17,38,4
Anti-Cheater Strategies,Fantasy,10,1,6,17,38,4
Anti-Cheater Strategies,Romance,10,1,6,17,38,4
Anti-Cheater Strategies,Harem,10,1,6,17,38,4
My Former Significant Others Were All Alphas,Shounen Ai,6,12,25,73,112,4.2
My Former Significant Others Were All Alphas,Comedy,6,12,25,73,112,4.2
My Former Significant Others Were All Alphas,Slice of Life,6,12,25,73,112,4.2
My Former Significant Others Were All Alphas,Romance,6,12,25,73,112,4.2
Lawless Gangster,Drama,18,5,17,17,71,3.9
Lawless Gangster,Mature,18,5,17,17,71,3.9
Lawless Gangster,Romance,18,5,17,17,71,3.9
Lawless Gangster,Yaoi,18,5,17,17,71,3.9
I Just Want to Be in a Relationship,Drama,25,26,57,137,594,4.5
I Just Want to Be in a Relationship,Yaoi,25,26,57,137,594,4.5
I Just Want to Be in a Relationship,Comedy,25,26,57,137,594,4.5
I Just Want to Be in a Relationship,Slice of Life,25,26,57,137,594,4.5
I Just Want to Be in a Relationship,Romance,25,26,57,137,594,4.5
The Ultimate Blue Seal,Mature,4,2,18,25,53,4.2
The Ultimate Blue Seal,Psychological,4,2,18,25,53,4.2
The Ultimate Blue Seal,Mystery,4,2,18,25,53,4.2
The Ultimate Blue Seal,Sci-fi,4,2,18,25,53,4.2
The Ultimate Blue Seal,Action,4,2,18,25,53,4.2
The Ultimate Blue Seal,Shounen Ai,4,2,18,25,53,4.2
The Ultimate Blue Seal,Adult,4,2,18,25,53,4.2
I Am Not The Wangfei,Comedy,5,6,13,6,26,3.8
I Am Not The Wangfei,Historical,5,6,13,6,26,3.8
I Am Not The Wangfei,Romance,5,6,13,6,26,3.8
Totally Marked by an Alpha Who’s Not My Boyfriend,Romance,8,1,6,7,24,3.8
Totally Marked by an Alpha Who’s Not My Boyfriend,Smut,8,1,6,7,24,3.8
Totally Marked by an Alpha Who’s Not My Boyfriend,Yaoi,8,1,6,7,24,3.8
He Lifted My Red Veil,School Life,16,5,22,42,136,4.3
He Lifted My Red Veil,Comedy,16,5,22,42,136,4.3
He Lifted My Red Veil,Yaoi,16,5,22,42,136,4.3
He Lifted My Red Veil,Romance,16,5,22,42,136,4.3
"Rebirth: Noble Woman, Poisonous Concubine",Drama,9,4,11,4,48,4
"Rebirth: Noble Woman, Poisonous Concubine",Fantasy,9,4,11,4,48,4
"Rebirth: Noble Woman, Poisonous Concubine",Historical,9,4,11,4,48,4
"Rebirth: Noble Woman, Poisonous Concubine",Romance,9,4,11,4,48,4
Remember Self-Control: Bossy Husband Loves Me Deep to Soul,Mature,19,1,2,2,2,1.7
Remember Self-Control: Bossy Husband Loves Me Deep to Soul,Drama,19,1,2,2,2,1.7
Remember Self-Control: Bossy Husband Loves Me Deep to Soul,Adult,19,1,2,2,2,1.7
Remember Self-Control: Bossy Husband Loves Me Deep to Soul,Josei,19,1,2,2,2,1.7
Remember Self-Control: Bossy Husband Loves Me Deep to Soul,Slice of Life,19,1,2,2,2,1.7
Remember Self-Control: Bossy Husband Loves Me Deep to Soul,Romance,19,1,2,2,2,1.7
Yin Yang Eye GunGun’s Marriage Contract,Sci-fi,6,5,13,14,63,4.2
Yin Yang Eye GunGun’s Marriage Contract,Supernatural,6,5,13,14,63,4.2
Yin Yang Eye GunGun’s Marriage Contract,Yaoi,6,5,13,14,63,4.2
Yin Yang Eye GunGun’s Marriage Contract,Comedy,6,5,13,14,63,4.2
Yin Yang Eye GunGun’s Marriage Contract,Mecha,6,5,13,14,63,4.2
Yin Yang Eye GunGun’s Marriage Contract,Slice of Life,6,5,13,14,63,4.2
Yin Yang Eye GunGun’s Marriage Contract,Fantasy,6,5,13,14,63,4.2
Yin Yang Eye GunGun’s Marriage Contract,Romance,6,5,13,14,63,4.2
Handsome Friend,Slice of Life,4,5,5,10,47,4.3
Handsome Friend,Drama,4,5,5,10,47,4.3
Handsome Friend,Yaoi,4,5,5,10,47,4.3
Handsome Friend,Romance,4,5,5,10,47,4.3
Boundless Sky,Martial Arts,2,0,2,1,1,2.8
Boundless Sky,Action,2,0,2,1,1,2.8
Employment Guide For Professional Fans,Shounen Ai,1,2,11,5,30,4.2
Employment Guide For Professional Fans,Comedy,1,2,11,5,30,4.2
Employment Guide For Professional Fans,Romance,1,2,11,5,30,4.2
A Western Doctor’s Happy Farming Life,Yaoi,14,10,11,4,17,3
A Western Doctor’s Happy Farming Life,Comedy,14,10,11,4,17,3
A Western Doctor’s Happy Farming Life,Slice of Life,14,10,11,4,17,3
A Western Doctor’s Happy Farming Life,Fantasy,14,10,11,4,17,3
A Western Doctor’s Happy Farming Life,Romance,14,10,11,4,17,3
Sinmonger,Fantasy,1,2,2,1,3,3.3
Sinmonger,Mystery,1,2,2,1,3,3.3
Sinmonger,Psychological,1,2,2,1,3,3.3
Sinmonger,Sci-fi,1,2,2,1,3,3.3
Sinmonger,Seinen,1,2,2,1,3,3.3
Sinmonger,Supernatural,1,2,2,1,3,3.3
The Aloof Prince Pampers His Wild First Rate Consort,Comedy,10,6,13,14,59,4
The Aloof Prince Pampers His Wild First Rate Consort,Action,10,6,13,14,59,4
The Aloof Prince Pampers His Wild First Rate Consort,Martial Arts,10,6,13,14,59,4
The Aloof Prince Pampers His Wild First Rate Consort,Fantasy,10,6,13,14,59,4
The Aloof Prince Pampers His Wild First Rate Consort,Romance,10,6,13,14,59,4
The Mighty Cauldron: Extreme Alchemist!,Xuanhuan,1,1,0,0,2,3.3
The Mighty Cauldron: Extreme Alchemist!,Adventure,1,1,0,0,2,3.3
The Mighty Cauldron: Extreme Alchemist!,Action,1,1,0,0,2,3.3
The Mighty Cauldron: Extreme Alchemist!,Martial Arts,1,1,0,0,2,3.3
The Mighty Cauldron: Extreme Alchemist!,Fantasy,1,1,0,0,2,3.3
A Mistaken Marriage Match: Pursuit of Murderer in Liao Yue,Mystery,7,2,11,5,27,3.8
A Mistaken Marriage Match: Pursuit of Murderer in Liao Yue,Adventure,7,2,11,5,27,3.8
A Mistaken Marriage Match: Pursuit of Murderer in Liao Yue,Action,7,2,11,5,27,3.8
A Mistaken Marriage Match: Pursuit of Murderer in Liao Yue,Historical,7,2,11,5,27,3.8
A Mistaken Marriage Match: Pursuit of Murderer in Liao Yue,Shoujo,7,2,11,5,27,3.8
A Mistaken Marriage Match: Pursuit of Murderer in Liao Yue,Martial Arts,7,2,11,5,27,3.8
A Mistaken Marriage Match: Pursuit of Murderer in Liao Yue,Romance,7,2,11,5,27,3.8
Small Shell,School Life,2,0,1,1,2,3.2
Small Shell,Slice of Life,2,0,1,1,2,3.2
Small Shell,Shoujo,2,0,1,1,2,3.2
Small Shell,Romance,2,0,1,1,2,3.2
I’m Not Afraid of Being a Scumbag,Fantasy,4,1,1,5,4,3.3
I’m Not Afraid of Being a Scumbag,Romance,4,1,1,5,4,3.3
Heaven Official’s Blessing,Mystery,61,26,80,179,1936,4.7
Heaven Official’s Blessing,Drama,61,26,80,179,1936,4.7
Heaven Official’s Blessing,Xianxia,61,26,80,179,1936,4.7
Heaven Official’s Blessing,Shounen Ai,61,26,80,179,1936,4.7
Heaven Official’s Blessing,Romance,61,26,80,179,1936,4.7
Clear and Muddy Loss of Love,Martial Arts,5,3,19,14,157,4.6
Clear and Muddy Loss of Love,Drama,5,3,19,14,157,4.6
Clear and Muddy Loss of Love,Yuri,5,3,19,14,157,4.6
Clear and Muddy Loss of Love,Romance,5,3,19,14,157,4.6
"In This World of Beasts, I Am The Biggest BOSS!",Action,2,3,6,2,7,3.5
"In This World of Beasts, I Am The Biggest BOSS!",Adventure,2,3,6,2,7,3.5
"In This World of Beasts, I Am The Biggest BOSS!",Fantasy,2,3,6,2,7,3.5
"In This World of Beasts, I Am The Biggest BOSS!",Harem,2,3,6,2,7,3.5
"In This World of Beasts, I Am The Biggest BOSS!",Supernatural,2,3,6,2,7,3.5
"In This World of Beasts, I Am The Biggest BOSS!",Xuanhuan,2,3,6,2,7,3.5
Divine Doctor: Daughter of the First Wife,Martial Arts,50,39,52,53,244,3.9
Divine Doctor: Daughter of the First Wife,Drama,50,39,52,53,244,3.9
Divine Doctor: Daughter of the First Wife,Romance,50,39,52,53,244,3.9
Divine Doctor: Daughter of the First Wife,Josei,50,39,52,53,244,3.9
The General’s Vampire Omega,Mystery,9,13,30,49,224,4.4
The General’s Vampire Omega,Sci-fi,9,13,30,49,224,4.4
The General’s Vampire Omega,Supernatural,9,13,30,49,224,4.4
The General’s Vampire Omega,Adventure,9,13,30,49,224,4.4
The General’s Vampire Omega,Comedy,9,13,30,49,224,4.4
The General’s Vampire Omega,Action,9,13,30,49,224,4.4
The General’s Vampire Omega,Shounen Ai,9,13,30,49,224,4.4
The General’s Vampire Omega,Fantasy,9,13,30,49,224,4.4
The General’s Vampire Omega,Romance,9,13,30,49,224,4.4
Before and After Divorce,Drama,1,2,5,2,6,3.6
Before and After Divorce,Romance,1,2,5,2,6,3.6
Before and After Divorce,Yaoi,1,2,5,2,6,3.6
Here Comes The Lady Chef,Comedy,8,4,10,10,50,4.1
Here Comes The Lady Chef,Drama,8,4,10,10,50,4.1
Here Comes The Lady Chef,Romance,8,4,10,10,50,4.1
Here Comes The Lady Chef,Shoujo,8,4,10,10,50,4.1
Transmigrated As The Male Lead’s White Moonlight Substitute,Adult,7,3,7,2,9,3.1
Transmigrated As The Male Lead’s White Moonlight Substitute,Comedy,7,3,7,2,9,3.1
Transmigrated As The Male Lead’s White Moonlight Substitute,Drama,7,3,7,2,9,3.1
Transmigrated As The Male Lead’s White Moonlight Substitute,Fantasy,7,3,7,2,9,3.1
Transmigrated As The Male Lead’s White Moonlight Substitute,Mature,7,3,7,2,9,3.1
Transmigrated As The Male Lead’s White Moonlight Substitute,Romance,7,3,7,2,9,3.1
Like Love But Not (PN),Drama,6,3,0,5,15,3.7
Like Love But Not (PN),Supernatural,6,3,0,5,15,3.7
Like Love But Not (PN),Tragedy,6,3,0,5,15,3.7
Like Love But Not (PN),Shounen Ai,6,3,0,5,15,3.7
Like Love But Not (PN),Romance,6,3,0,5,15,3.7
Landowner Family’s Little Guard,Drama,1,0,7,2,7,3.8
Landowner Family’s Little Guard,Historical,1,0,7,2,7,3.8
Landowner Family’s Little Guard,Romance,1,0,7,2,7,3.8
Landowner Family’s Little Guard,Yaoi,1,0,7,2,7,3.8
Rich Parents and Hot Shot Brother Found Me At Last,Gender Bender,8,2,11,17,40,4
Rich Parents and Hot Shot Brother Found Me At Last,Comedy,8,2,11,17,40,4
Rich Parents and Hot Shot Brother Found Me At Last,School Life,8,2,11,17,40,4
The Landlady and The Amnesiac,Drama,3,3,5,8,53,4.5
The Landlady and The Amnesiac,Comedy,3,3,5,8,53,4.5
The Landlady and The Amnesiac,Slice of Life,3,3,5,8,53,4.5
The Landlady and The Amnesiac,Fantasy,3,3,5,8,53,4.5
The Landlady and The Amnesiac,Romance,3,3,5,8,53,4.5
First (Campus H),School Life,7,1,3,4,9,3.3
First (Campus H),Slice of Life,7,1,3,4,9,3.3
First (Campus H),Smut,7,1,3,4,9,3.3
First (Campus H),Romance,7,1,3,4,9,3.3
The Protective Overbearing Demon,Adventure,4,5,5,6,21,3.9
The Protective Overbearing Demon,Comedy,4,5,5,6,21,3.9
The Protective Overbearing Demon,Romance,4,5,5,6,21,3.9
The Protective Overbearing Demon,Xuanhuan,4,5,5,6,21,3.9
Little Monk,Adult,3,4,9,5,13,3.6
Little Monk,Mature,3,4,9,5,13,3.6
Little Monk,Smut,3,4,9,5,13,3.6
Little Monk,Yaoi,3,4,9,5,13,3.6
Jiang Ke,Mature,11,9,6,13,38,3.8
Jiang Ke,Adult,11,9,6,13,38,3.8
Jiang Ke,Smut,11,9,6,13,38,3.8
Jiang Ke,Yaoi,11,9,6,13,38,3.8
Jiang Ke,Slice of Life,11,9,6,13,38,3.8
Jiang Ke,Fantasy,11,9,6,13,38,3.8
Jiang Ke,Romance,11,9,6,13,38,3.8
Yesterday was like Death,Drama,1,1,0,0,4,3.8
Yesterday was like Death,Mature,1,1,0,0,4,3.8
Yesterday was like Death,Yaoi,1,1,0,0,4,3.8
The Square,Drama,2,0,2,1,1,2.8
The Square,Historical,2,0,2,1,1,2.8
Strange World Little Cooking Saint,Martial Arts,4,8,10,14,54,4.2
Strange World Little Cooking Saint,Slice of Life,4,8,10,14,54,4.2
Strange World Little Cooking Saint,Mystery,4,8,10,14,54,4.2
Strange World Little Cooking Saint,Xianxia,4,8,10,14,54,4.2
How Lucky I Am To Meet You,Yuri,1,0,0,0,7,4.5
How Lucky I Am To Meet You,Drama,1,0,0,0,7,4.5
How Lucky I Am To Meet You,Comedy,1,0,0,0,7,4.5
How Lucky I Am To Meet You,Slice of Life,1,0,0,0,7,4.5
How Lucky I Am To Meet You,Romance,1,0,0,0,7,4.5
Quick Transmigration: Rescuing the Blackened Male Lead,Action,20,17,35,17,131,4
Quick Transmigration: Rescuing the Blackened Male Lead,Adventure,20,17,35,17,131,4
Quick Transmigration: Rescuing the Blackened Male Lead,Comedy,20,17,35,17,131,4
Quick Transmigration: Rescuing the Blackened Male Lead,Fantasy,20,17,35,17,131,4
Quick Transmigration: Rescuing the Blackened Male Lead,Mature,20,17,35,17,131,4
Quick Transmigration: Rescuing the Blackened Male Lead,Romance,20,17,35,17,131,4
Quick Transmigration: Rescuing the Blackened Male Lead,Tragedy,20,17,35,17,131,4
My Master Disconnected Yet Again,Xianxia,8,15,17,24,145,4.4
My Master Disconnected Yet Again,Adventure,8,15,17,24,145,4.4
My Master Disconnected Yet Again,Comedy,8,15,17,24,145,4.4
My Master Disconnected Yet Again,Action,8,15,17,24,145,4.4
My Master Disconnected Yet Again,Josei,8,15,17,24,145,4.4
My Master Disconnected Yet Again,Martial Arts,8,15,17,24,145,4.4
My Master Disconnected Yet Again,Fantasy,8,15,17,24,145,4.4
My Master Disconnected Yet Again,Romance,8,15,17,24,145,4.4
"Cute Beast World: Beast Husband, Memeda!",Adventure,4,0,4,4,18,4.1
"Cute Beast World: Beast Husband, Memeda!",Comedy,4,0,4,4,18,4.1
"Cute Beast World: Beast Husband, Memeda!",Fantasy,4,0,4,4,18,4.1
"Cute Beast World: Beast Husband, Memeda!",Harem,4,0,4,4,18,4.1
"Cute Beast World: Beast Husband, Memeda!",Romance,4,0,4,4,18,4.1
The Lord of Reincarnation,Action,4,4,3,3,16,3.8
The Lord of Reincarnation,Adventure,4,4,3,3,16,3.8
The Lord of Reincarnation,Fantasy,4,4,3,3,16,3.8
The Lord of Reincarnation,Seinen,4,4,3,3,16,3.8
The Lord of Reincarnation,Supernatural,4,4,3,3,16,3.8
Red Bean Lyrics,Comedy,4,1,3,2,22,4.2
Red Bean Lyrics,Drama,4,1,3,2,22,4.2
Red Bean Lyrics,Historical,4,1,3,2,22,4.2
Red Bean Lyrics,Josei,4,1,3,2,22,4.2
Red Bean Lyrics,Romance,4,1,3,2,22,4.2
Peerless Demonic Lord,Xuanhuan,38,19,10,15,68,3.4
Peerless Demonic Lord,Harem,38,19,10,15,68,3.4
Peerless Demonic Lord,Adventure,38,19,10,15,68,3.4
Peerless Demonic Lord,Action,38,19,10,15,68,3.4
Peerless Demonic Lord,Martial Arts,38,19,10,15,68,3.4
Peerless Demonic Lord,Fantasy,38,19,10,15,68,3.4
"The Corpse Ruler Confuses the World, All Seven Husbands Are Devils",Adult,42,12,21,6,225,4.2
"The Corpse Ruler Confuses the World, All Seven Husbands Are Devils",Drama,42,12,21,6,225,4.2
"The Corpse Ruler Confuses the World, All Seven Husbands Are Devils",Harem,42,12,21,6,225,4.2
"The Corpse Ruler Confuses the World, All Seven Husbands Are Devils",Josei,42,12,21,6,225,4.2
"The Corpse Ruler Confuses the World, All Seven Husbands Are Devils",Mature,42,12,21,6,225,4.2
"The Corpse Ruler Confuses the World, All Seven Husbands Are Devils",Romance,42,12,21,6,225,4.2
"The Corpse Ruler Confuses the World, All Seven Husbands Are Devils",Supernatural,42,12,21,6,225,4.2
A NEET Otaku Can also be a Light Novel Writer!,School Life,7,0,4,0,5,2.8
A NEET Otaku Can also be a Light Novel Writer!,Harem,7,0,4,0,5,2.8
A NEET Otaku Can also be a Light Novel Writer!,Supernatural,7,0,4,0,5,2.8
A NEET Otaku Can also be a Light Novel Writer!,Comedy,7,0,4,0,5,2.8
A NEET Otaku Can also be a Light Novel Writer!,Ecchi,7,0,4,0,5,2.8
A NEET Otaku Can also be a Light Novel Writer!,Romance,7,0,4,0,5,2.8
I’m Really a Villain,Mature,8,3,6,7,34,4
I’m Really a Villain,Drama,8,3,6,7,34,4
I’m Really a Villain,Xianxia,8,3,6,7,34,4
I’m Really a Villain,Adventure,8,3,6,7,34,4
I’m Really a Villain,Action,8,3,6,7,34,4
I’m Really a Villain,Martial Arts,8,3,6,7,34,4
I’m Really a Villain,Fantasy,8,3,6,7,34,4
Rebirth in a Perfect Era,School Life,30,1,8,7,50,3.5
Rebirth in a Perfect Era,Mature,30,1,8,7,50,3.5
Rebirth in a Perfect Era,Harem,30,1,8,7,50,3.5
Rebirth in a Perfect Era,Drama,30,1,8,7,50,3.5
Rebirth in a Perfect Era,Adventure,30,1,8,7,50,3.5
Rebirth in a Perfect Era,Comedy,30,1,8,7,50,3.5
Rebirth in a Perfect Era,Action,30,1,8,7,50,3.5
Rebirth in a Perfect Era,Slice of Life,30,1,8,7,50,3.5
Rebirth in a Perfect Era,Romance,30,1,8,7,50,3.5
Swallowing the Seas,Action,3,4,5,6,65,4.5
Swallowing the Seas,Adult,3,4,5,6,65,4.5
Swallowing the Seas,Drama,3,4,5,6,65,4.5
Swallowing the Seas,Mystery,3,4,5,6,65,4.5
Swallowing the Seas,Psychological,3,4,5,6,65,4.5
Swallowing the Seas,Romance,3,4,5,6,65,4.5
Swallowing the Seas,Yaoi,3,4,5,6,65,4.5
My Boyfriend is A Dragon,Comedy,14,4,8,3,16,3.1
My Boyfriend is A Dragon,Mystery,14,4,8,3,16,3.1
My Boyfriend is A Dragon,Supernatural,14,4,8,3,16,3.1
My Boyfriend is A Dragon,Tragedy,14,4,8,3,16,3.1
My Boyfriend is A Dragon,Yaoi,14,4,8,3,16,3.1
"Today, I Have Yet to Become a Doll",Action,2,2,3,6,45,4.6
"Today, I Have Yet to Become a Doll",Adventure,2,2,3,6,45,4.6
"Today, I Have Yet to Become a Doll",Romance,2,2,3,6,45,4.6
"Today, I Have Yet to Become a Doll",Shoujo,2,2,3,6,45,4.6
Running Away With The Nemesis’ Cub,Mature,2,3,20,34,79,4.3
Running Away With The Nemesis’ Cub,Romance,2,3,20,34,79,4.3
Running Away With The Nemesis’ Cub,Smut,2,3,20,34,79,4.3
Running Away With The Nemesis’ Cub,Yaoi,2,3,20,34,79,4.3
Why Am I Always the Unlucky One?!,Shounen Ai,0,1,2,5,8,4.3
Why Am I Always the Unlucky One?!,Comedy,0,1,2,5,8,4.3
Just Want To Be With You,Slice of Life,2,3,4,3,12,3.8
Just Want To Be With You,Romance,2,3,4,3,12,3.8
Just Want To Be With You,Adult,2,3,4,3,12,3.8
Like Love But Not,Drama,21,4,20,28,41,3.6
Like Love But Not,Romance,21,4,20,28,41,3.6
Like Love But Not,Supernatural,21,4,20,28,41,3.6
Like Love But Not,Tragedy,21,4,20,28,41,3.6
Like Love But Not,Yaoi,21,4,20,28,41,3.6
"After Crossing Through Ten Worlds, I Failed To Run Away",Comedy,7,4,4,6,30,3.9
"After Crossing Through Ten Worlds, I Failed To Run Away",Fantasy,7,4,4,6,30,3.9
"After Crossing Through Ten Worlds, I Failed To Run Away",Mystery,7,4,4,6,30,3.9
"After Crossing Through Ten Worlds, I Failed To Run Away",Romance,7,4,4,6,30,3.9
"After Crossing Through Ten Worlds, I Failed To Run Away",Supernatural,7,4,4,6,30,3.9
"After Crossing Through Ten Worlds, I Failed To Run Away",Tragedy,7,4,4,6,30,3.9
"After Crossing Through Ten Worlds, I Failed To Run Away",Yaoi,7,4,4,6,30,3.9
Live At The Murder Scene,Drama,1,2,1,3,40,4.7
Live At The Murder Scene,Horror,1,2,1,3,40,4.7
Live At The Murder Scene,Mystery,1,2,1,3,40,4.7
Live At The Murder Scene,Romance,1,2,1,3,40,4.7
Live At The Murder Scene,Sci-fi,1,2,1,3,40,4.7
Infinite Devil Fruit,Action,4,3,1,2,4,2.9
Infinite Devil Fruit,Adventure,4,3,1,2,4,2.9
Infinite Devil Fruit,Fantasy,4,3,1,2,4,2.9
Infinite Devil Fruit,Supernatural,4,3,1,2,4,2.9
Can Someone Please Go After My Sister!?!?!,Comedy,13,4,7,2,19,3.2
Can Someone Please Go After My Sister!?!?!,Slice of Life,13,4,7,2,19,3.2
Can Someone Please Go After My Sister!?!?!,Romance,13,4,7,2,19,3.2
Love You More Than I Can,Tragedy,14,10,8,8,16,3
Love You More Than I Can,Slice of Life,14,10,8,8,16,3
Love You More Than I Can,Josei,14,10,8,8,16,3
Love You More Than I Can,Romance,14,10,8,8,16,3
Become a World Boss? No Thanks!,Action,19,6,9,14,34,3.5
Become a World Boss? No Thanks!,Adventure,19,6,9,14,34,3.5
Become a World Boss? No Thanks!,Comedy,19,6,9,14,34,3.5
Become a World Boss? No Thanks!,Fantasy,19,6,9,14,34,3.5
Who Said I Like You,School Life,8,4,4,8,33,3.9
Who Said I Like You,Mature,8,4,4,8,33,3.9
Who Said I Like You,Adult,8,4,4,8,33,3.9
Who Said I Like You,Comedy,8,4,4,8,33,3.9
Who Said I Like You,Smut,8,4,4,8,33,3.9
Who Said I Like You,Romance,8,4,4,8,33,3.9
The Fourteenth Year of Chenghua,Mature,2,5,3,18,98,4.6
The Fourteenth Year of Chenghua,Mystery,2,5,3,18,98,4.6
The Fourteenth Year of Chenghua,Action,2,5,3,18,98,4.6
The Fourteenth Year of Chenghua,Historical,2,5,3,18,98,4.6
The Fourteenth Year of Chenghua,Shounen Ai,2,5,3,18,98,4.6
My Ex-Boyfriend Became My Current Teammate,Comedy,3,6,2,3,17,3.8
My Ex-Boyfriend Became My Current Teammate,Drama,3,6,2,3,17,3.8
My Ex-Boyfriend Became My Current Teammate,Romance,3,6,2,3,17,3.8
My Ex-Boyfriend Became My Current Teammate,Sports,3,6,2,3,17,3.8
My Ex-Boyfriend Became My Current Teammate,Yaoi,3,6,2,3,17,3.8
Little Expert Bending Plot Lines Back,School Life,4,11,9,5,18,3.5
Little Expert Bending Plot Lines Back,Drama,4,11,9,5,18,3.5
Little Expert Bending Plot Lines Back,Yaoi,4,11,9,5,18,3.5
Little Expert Bending Plot Lines Back,Comedy,4,11,9,5,18,3.5
Little Expert Bending Plot Lines Back,Fantasy,4,11,9,5,18,3.5
Little Expert Bending Plot Lines Back,Romance,4,11,9,5,18,3.5
False Affection: My Mysterious Mr. Moo,Drama,0,1,1,3,0,3.4
False Affection: My Mysterious Mr. Moo,Romance,0,1,1,3,0,3.4
Interstellar Rare Species,Sci-fi,6,17,41,47,119,4.1
Interstellar Rare Species,Yaoi,6,17,41,47,119,4.1
Interstellar Rare Species,Slice of Life,6,17,41,47,119,4.1
Interstellar Rare Species,Fantasy,6,17,41,47,119,4.1
Interstellar Rare Species,Romance,6,17,41,47,119,4.1
I Matched 100% with Six Alphas,Harem,10,7,9,8,53,4
I Matched 100% with Six Alphas,Sci-fi,10,7,9,8,53,4
I Matched 100% with Six Alphas,Yaoi,10,7,9,8,53,4
I Matched 100% with Six Alphas,Comedy,10,7,9,8,53,4
I Matched 100% with Six Alphas,Mecha,10,7,9,8,53,4
I Matched 100% with Six Alphas,Shounen Ai,10,7,9,8,53,4
Accidental Mark,Comedy,15,15,42,119,762,4.7
Accidental Mark,Slice of Life,15,15,42,119,762,4.7
Accidental Mark,Yaoi,15,15,42,119,762,4.7
Accidental Mark,Romance,15,15,42,119,762,4.7
Rainbow Amber,Drama,0,0,7,3,13,4.3
Rainbow Amber,Romance,0,0,7,3,13,4.3
Rainbow Amber,Yaoi,0,0,7,3,13,4.3
I’m the Mysterious Leader of the Salvation Organization,School Life,4,2,3,4,11,3.7
I’m the Mysterious Leader of the Salvation Organization,Psychological,4,2,3,4,11,3.7
I’m the Mysterious Leader of the Salvation Organization,Xuanhuan,4,2,3,4,11,3.7
I’m the Mysterious Leader of the Salvation Organization,Sci-fi,4,2,3,4,11,3.7
I’m the Mysterious Leader of the Salvation Organization,Drama,4,2,3,4,11,3.7
I’m the Mysterious Leader of the Salvation Organization,Adventure,4,2,3,4,11,3.7
I’m the Mysterious Leader of the Salvation Organization,Action,4,2,3,4,11,3.7
I’m the Mysterious Leader of the Salvation Organization,Romance,4,2,3,4,11,3.7
The Martial Emperor with Dragon Blood,Xuanhuan,15,3,3,2,2,1.9
The Martial Emperor with Dragon Blood,Harem,15,3,3,2,2,1.9
The Martial Emperor with Dragon Blood,Action,15,3,3,2,2,1.9
The Martial Emperor with Dragon Blood,Martial Arts,15,3,3,2,2,1.9
The Martial Emperor with Dragon Blood,Fantasy,15,3,3,2,2,1.9
The Fantastical Beasts at World’s End,Mystery,1,2,1,0,9,4.1
The Fantastical Beasts at World’s End,Supernatural,1,2,1,0,9,4.1
The Fantastical Beasts at World’s End,Action,1,2,1,0,9,4.1
The Fantastical Beasts at World’s End,Shounen Ai,1,2,1,0,9,4.1
The Fantastical Beasts at World’s End,Horror,1,2,1,0,9,4.1
The Fantastical Beasts at World’s End,Fantasy,1,2,1,0,9,4.1
Supreme Pupillary Master: Peerless Eldest Miss,Action,7,4,5,2,8,3
Supreme Pupillary Master: Peerless Eldest Miss,Fantasy,7,4,5,2,8,3
Supreme Pupillary Master: Peerless Eldest Miss,Josei,7,4,5,2,8,3
Supreme Pupillary Master: Peerless Eldest Miss,Mature,7,4,5,2,8,3
Supreme Pupillary Master: Peerless Eldest Miss,Romance,7,4,5,2,8,3
Supreme Pupillary Master: Peerless Eldest Miss,Xuanhuan,7,4,5,2,8,3
Big Data Cultivation,Fantasy,2,2,0,1,1,2.5
My Hundred Husbands and I,Comedy,28,7,13,4,10,2.4
My Hundred Husbands and I,Harem,28,7,13,4,10,2.4
My Hundred Husbands and I,Romance,28,7,13,4,10,2.4
My Hundred Husbands and I,Yaoi,28,7,13,4,10,2.4
This is a Miracle,Mature,2,1,5,5,11,3.9
This is a Miracle,Mystery,2,1,5,5,11,3.9
